comments,id,issues,latitude,longitude,parking_duration,parking_time,issue_not_provided,issue_full,issue_damaged,issue_abandoned,issue_other,parking_time_parsed,Status,Notes,Survey_Date,View,Asset,Check_311_Date,Check_311_Notes,City_Problem_Type
,667,"['not_provided', 'full']",43.64642047,-79.39054122,hours,"Wed, 22 Aug 2018 21:35:00 GMT",TRUE,TRUE,FALSE,FALSE,FALSE,2018-08-22,,,,🌎👀,,,,
Entrance to TTC subway station. No bike parking provided. Several bikes locked to railing.,668,['not_provided'],43.7278589,-79.40260828,hours,"Thu, 23 Aug 2018 22:28:40 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-08-23,,,,🌎👀,,,,
,669,['not_provided'],43.6475454,-79.4063523,multiday,"Thu, 23 Aug 2018 22:39:10 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-08-23,,,,🌎👀,,,,
,670,['not_provided'],43.6517214,-79.3708335,hours,"Thu, 23 Aug 2018 23:50:54 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-08-23,,,,🌎👀,,,,
No bike racks or locks at the top of the stairs heading to Riverdale pool & rink.  There are racks at the bottom of the stairs but who wants to lug their bike up and Down stairs,671,['not_provided'],43.67329441,-79.35603008,hours,"Thu, 23 Aug 2018 23:31:00 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-08-23,Unresolved,Still no parking at the top of the stairs. Could also do with some signage indicating the back path route down to where the existing racks are.,5/26/2024,🌎👀,,,,
,672,"['other', 'damaged']",43.667456,-79.3878528,multiday,"Fri, 24 Aug 2018 20:43:19 GMT",FALSE,FALSE,TRUE,FALSE,TRUE,2018-08-24,,,,🌎👀,,,,
,673,['full'],43.66313797,-79.41051168,hours,"Fri, 24 Aug 2018 18:00:00 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-08-24,,,,🌎👀,,,,
,674,['damaged'],43.6580617,-79.3864974,hours,"Sat, 25 Aug 2018 03:10:32 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-08-25,Caution,Elizabeth & Gerrard supercluster,,🌎👀,,,,
"Nowhere to park a bike near the beach here. No poles, nothing! Should be lined with parking every block.",675,['not_provided'],43.66869928,-79.29045954,hours,"Sun, 26 Aug 2018 16:44:25 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-08-26,,,,🌎👀,,,,
There is a new grocery store and shoppers drug at DuPont st and Lansdowne Ave. Bike parking was never installed/provided at the area. ,676,['not_provided'],43.66571399,-79.44646444,minutes,"Thu, 23 Aug 2018 01:00:00 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-08-23,,,,🌎👀,,,,
,677,"['damaged', 'full']",43.6481384,-79.3746868,minutes,"Sun, 26 Aug 2018 20:49:03 GMT",FALSE,TRUE,TRUE,FALSE,FALSE,2018-08-26,,,,🌎👀,,,,
,678,['not_provided'],43.64321826,-79.41249702,hours,"Mon, 27 Aug 2018 21:40:48 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-08-27,,,,🌎👀,,,,
27 Davies holds a community acupuncture clinic with 4-6 people coming and going each hour. Parking a car is almost impossible but this is much harder to fix than bike parking which can also be a challenge.,679,['full'],43.6580617,-79.3864974,hours,"Tue, 28 Aug 2018 13:11:19 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-08-28,Caution,Elizabeth & Gerrard supercluster,,🌎👀,,,,
,680,['not_provided'],43.6530789,-79.37959677,hours,"Tue, 28 Aug 2018 14:54:05 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-08-28,,,,🌎👀,,,,
,681,['full'],43.6701825,-79.4299973,hours,"Wed, 22 Aug 2018 22:55:17 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-08-22,,,,🌎👀,,,,
locked to tree at 886 st claire ave,682,"['not_provided', 'other']",43.6802621,-79.432709,hours,"Tue, 28 Aug 2018 22:03:14 GMT",TRUE,FALSE,FALSE,FALSE,TRUE,2018-08-28,,,,🌎👀,,,,
Not enough curb side or rack parking. ,683,['full'],43.64255638,-79.38335752,minutes,"Thu, 23 Aug 2018 16:50:23 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-08-23,,,,🌎👀,,,,
,684,['not_provided'],43.67069014,-79.38391198,minutes,"Wed, 22 Aug 2018 22:00:38 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-08-22,Resolved,Street parking and racks at 1:21 Bloor East are both available. Racks are slightly hidden from sidewalk viewing.,2023-12-31,🌎👀,,,,
Can you add a feature to rotate photos?,685,['not_provided'],43.6502187,-79.36918209,minutes,"Thu, 23 Aug 2018 14:35:08 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-08-23,,,,🌎👀,,,,
,686,['not_provided'],43.6516651,-79.37085,hours,"Thu, 23 Aug 2018 23:53:51 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-08-23,,,,🌎👀,,,,
,687,['damaged'],43.6641741,-79.4157703,minutes,"Fri, 24 Aug 2018 20:57:41 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-08-24,,,,🌎👀,,,,
Abandoned and many more bike than this one ,688,['damaged'],43.66558174,-79.40962711,minutes,"Tue, 28 Aug 2018 16:54:08 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-08-28,,,,🌎👀,,,,
,689,['not_provided'],43.6500919,-79.3670982,minutes,"Wed, 29 Aug 2018 16:42:06 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-08-29,,,,🌎👀,,,,
I would like to request a STOP sign at Elderidge and Grenview Blvd. (South West corner on Grenview),690,['other'],43.63638378,-79.50215846,multiday,"Thu, 18 Jul 2019 20:12:44 GMT",FALSE,FALSE,FALSE,FALSE,TRUE,2019-07-18,,,,🌎👀,,,,
2 Bike rings used to be here but were removed for an unknown reason. ,692,"['damaged', 'other']",43.6545716,-79.39160843,minutes,"Thu, 30 Aug 2018 20:33:30 GMT",FALSE,FALSE,TRUE,FALSE,TRUE,2018-08-30,,,,🌎👀,,,,
,693,"['not_provided', 'full']",43.6580617,-79.3864974,hours,"Fri, 31 Aug 2018 13:19:07 GMT",TRUE,TRUE,FALSE,FALSE,FALSE,2018-08-31,Caution,Elizabeth & Gerrard supercluster,,🌎👀,,,,
,694,['not_provided'],43.6173128,-79.48863592,hours,"Fri, 31 Aug 2018 16:44:59 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-08-31,,,,🌎👀,,,,
No bike parking is available on the southeast corner of Queen and Woodbine. There are a fair number of shops here and we had to park our bikes by some signposts on Woodbine. ,695,['not_provided'],43.66865851,-79.30535879,minutes,"Sat, 01 Sep 2018 17:40:38 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-09-01,,,,🌎👀,,,,
No parking at south side of street. Not enough on north side. TIFF ,696,['full'],43.6463868,-79.3907301,minutes,"Sat, 01 Sep 2018 19:19:12 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-09-01,,,,🌎👀,,,,
"Ring and post parking overgrown with weeds. Would have liked to add a photo but the app can't access my gallery, just my camera...and I'm already inside :(",697,['other'],43.66237508,-79.38697643,hours,"Mon, 03 Sep 2018 17:51:16 GMT",FALSE,FALSE,FALSE,FALSE,TRUE,2018-09-03,,,,🌎👀,,,,
,698,['full'],43.6498166,-79.3780871,minutes,"Tue, 04 Sep 2018 15:11:13 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-09-04,,,,🌎👀,,,,
There is one single ring post and it was full,699,"['not_provided', 'full']",43.67186098,-79.37688436,minutes,"Tue, 04 Sep 2018 16:53:44 GMT",TRUE,TRUE,FALSE,FALSE,FALSE,2018-09-04,,,,🌎👀,,,,
There is one single ring post and it was full,700,"['not_provided', 'full']",43.67186098,-79.37688436,minutes,"Tue, 04 Sep 2018 16:53:44 GMT",TRUE,TRUE,FALSE,FALSE,FALSE,2018-09-04,Invalid,Duplicate of #699,,🌎👀,,,,
,701,['not_provided'],43.65374689,-79.44234723,hours,"Thu, 08 Aug 2019 14:19:09 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2019-08-08,,,,🌎👀,,,,
"Canadian Tire has no racks. You have to chain up on median in front where one sign is. In summer you chain to garden centre if you can, winter no luck. You can bring your bike into the store but awkward. Need a rack.",702,['not_provided'],43.72517597,-79.29312076,hours,"Fri, 24 Aug 2018 23:32:00 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-08-24,,,,🌎👀,,,,
,703,['not_provided'],43.6604615,-79.3790024,minutes,"Wed, 05 Sep 2018 21:18:38 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-09-05,,,,🌎👀,,,,
,705,['full'],43.6465573,-79.3903233,hours,"Sat, 01 Sep 2018 19:18:44 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-09-01,,,,🌎👀,,,,
,706,['not_provided'],43.7666669,-79.4096848,hours,"Fri, 31 Aug 2018 20:12:38 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-08-31,,,,🌎👀,,,,
,707,['full'],43.6565629,-79.3784481,hours,"Tue, 04 Sep 2018 14:57:22 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-09-04,,,,🌎👀,,,,
Building located at 1401 DuPont st is not providing decent bike parking. Racks are damaged/full,708,"['full', 'damaged']",43.70204646,-79.46494266,multiday,"Sun, 29 Jul 2018 14:55:26 GMT",FALSE,TRUE,TRUE,FALSE,FALSE,2018-07-29,,,,🌎👀,,,,
,709,['damaged'],43.6617494,-79.3792569,minutes,"Wed, 05 Sep 2018 15:20:15 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-09-05,,,,🌎👀,,,,
Parking on Queen or even side street at this corner is needed. ,710,['not_provided'],43.6723751,-79.28900715,minutes,"Thu, 30 Aug 2018 21:51:32 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-08-30,,,,🌎👀,,,,
910 Bay St. ,711,['damaged'],43.66584392,-79.38725557,minutes,"Tue, 04 Sep 2018 20:15:00 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-09-04,,,,🌎👀,,,,
observed on private property before Rego sign,712,['damaged'],43.64848586,-79.38368591,hours,"Wed, 05 Sep 2018 13:24:50 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-09-05,,,,🌎👀,,,,
,713,['not_provided'],43.6597918,-79.3853282,minutes,"Wed, 05 Sep 2018 21:35:03 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-09-05,,,,🌎👀,,,,
,714,['full'],43.654389,-79.3910069,minutes,"Wed, 05 Sep 2018 21:42:23 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-09-05,,,,🌎👀,,,,
,715,['full'],43.6510463,-79.36823379,minutes,"Mon, 03 Sep 2018 19:32:00 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-09-03,,,,🌎👀,,,,
,716,['full'],43.65526731,-79.41313174,minutes,"Wed, 05 Sep 2018 23:35:02 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-09-05,,,,🌎👀,,,,
,717,['full'],43.6614361,-79.3833367,minutes,"Thu, 06 Sep 2018 21:29:55 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-09-06,,,,🌎👀,,,,
,718,['full'],43.6651977,-79.4107617,minutes,"Thu, 06 Sep 2018 22:11:27 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-09-06,,,,🌎👀,,,,
,719,['not_provided'],43.6499519,-79.3809609,minutes,"Thu, 06 Sep 2018 22:44:41 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-09-06,,,,🌎👀,,,,
,720,['full'],43.664982,-79.380521,minutes,"Thu, 06 Sep 2018 22:59:10 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-09-06,,,,🌎👀,,,,
,721,['not_provided'],43.6707814,-79.3766058,minutes,"Thu, 06 Sep 2018 23:14:02 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-09-06,,,,🌎👀,,,,
,722,['full'],43.6551547,-79.3788619,minutes,"Thu, 06 Sep 2018 23:42:19 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-09-06,,,,🌎👀,,,,
There is no bike parking all around the intersection.  Many bikes are locked to park benches or private railings.,723,['not_provided'],43.7253649,-79.4026377,hours,"Fri, 07 Sep 2018 14:09:27 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-09-07,,,,🌎👀,,,,
A blue bicycle has been locked to a pole and abandoned. It is slowly being stripped for parts. It is missing both wheels now!,724,['damaged'],43.65277553,-79.39366426,minutes,"Fri, 07 Sep 2018 12:30:00 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-09-07,,,,🌎👀,,,,
,725,['not_provided'],43.665191,-79.3845446,minutes,"Fri, 07 Sep 2018 17:03:20 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-09-07,,,,🌎👀,,,,
,726,['full'],43.6487359,-79.3922058,minutes,"Fri, 07 Sep 2018 17:23:29 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-09-07,,,,🌎👀,,,,
,727,['not_provided'],43.6569265,-79.3752346,minutes,"Fri, 07 Sep 2018 21:06:07 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-09-07,,,,🌎👀,,,,
,728,['not_provided'],43.6597681,-79.3855081,minutes,"Fri, 07 Sep 2018 21:24:15 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-09-07,,,,🌎👀,,,,
,729,['not_provided'],43.6704527,-79.3861989,minutes,"Fri, 07 Sep 2018 21:35:44 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-09-07,,,,🌎👀,,,,
,730,['damaged'],43.65514481,-79.41464492,hours,"Fri, 02 Aug 2019 22:00:00 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2019-08-02,,,,🌎👀,,,,
No parking available at the Alliance française!,731,['not_provided'],43.67020455,-79.40554527,hours,"Sat, 08 Sep 2018 19:33:23 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-09-08,,,,🌎👀,,,,
No parking at Manulife centre during construction ,732,['not_provided'],43.6580617,-79.3864974,hours,"Sat, 01 Sep 2018 01:45:00 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-09-01,Caution,Elizabeth & Gerrard supercluster,,🌎👀,,,,
,733,['full'],43.661861,-79.4264959,hours,"Sun, 09 Sep 2018 17:04:34 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-09-09,,,,🌎👀,,,,
"There is a need for improved bike parking at 2040 Avenue Rd, North York, ON M5M 4A6.",734,['not_provided'],43.71686159,-79.4195184,hours,"Sat, 01 Sep 2018 18:48:44 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-09-01,,,,🌎👀,,,,
,735,['not_provided'],43.6386573,-79.418637,hours,"Thu, 06 Sep 2018 16:05:25 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-09-06,,,,🌎👀,,,,
,736,['damaged'],43.6557861,-79.3793167,minutes,"Sun, 09 Sep 2018 22:21:14 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-09-09,,,,🌎👀,,,,
,737,['not_provided'],43.64851429,-79.39257568,hours,"Mon, 10 Sep 2018 19:28:03 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-09-10,,,,🌎👀,,,,
,738,['damaged'],43.64464139,-79.39872142,multiday,"Tue, 11 Sep 2018 23:33:17 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-09-11,,,,🌎👀,,,,
,739,['damaged'],43.6580617,-79.3864974,minutes,"Wed, 12 Sep 2018 01:53:42 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-09-12,Caution,Elizabeth & Gerrard supercluster,,🌎👀,,,,
"Bike has been locked to tree outside 711, next to bus stop, for months. Please remove.",740,['damaged'],43.65114349,-79.41118803,multiday,"Wed, 12 Sep 2018 02:05:50 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-09-12,,,,🌎👀,,,,
,741,['not_provided'],43.65440803,-79.39091065,hours,"Wed, 12 Sep 2018 13:53:57 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-09-12,,,,🌎👀,,,,
"This is a YWCA women's shelter. Many of the residents and staff use bicycles but there is no public bike parking. People currently lock their bikes to the accessibility ramp, which poses a problem for people using wheelchairs and other mobility devices.",742,['not_provided'],43.68430711,-79.3905529,multiday,"Wed, 12 Sep 2018 19:05:38 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-09-12,,,,🌎👀,,,,
,743,['not_provided'],43.6440749,-79.40874988,hours,"Tue, 24 Sep 2019 21:30:00 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2019-09-24,,,,🌎👀,,,,
Next to city bikes,744,['not_provided'],43.65206965,-79.36750169,overnight,"Wed, 12 Sep 2018 21:28:31 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-09-12,,,,🌎👀,,,,
bike parking was all occupied. I  kept my bike inside of the school building shortly until a security told me to park outside,745,['full'],43.6517522,-79.36564298,hours,"Wed, 12 Sep 2018 17:54:00 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-09-12,,,,🌎👀,,,,
,746,['other'],43.67550418,-79.62695537,multiday,"Thu, 13 Sep 2018 05:00:16 GMT",FALSE,FALSE,FALSE,FALSE,TRUE,2018-09-13,,,,🌎👀,,,,
,747,"['not_provided', 'full']",43.65781526,-79.38181273,hours,"Thu, 13 Sep 2018 18:00:00 GMT",TRUE,TRUE,FALSE,FALSE,FALSE,2018-09-13,,,,🌎👀,,,,
,748,['not_provided'],43.66802731,-79.3720993,minutes,"Sun, 16 Sep 2018 22:11:49 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-09-16,,,,🌎👀,,,,
,749,['full'],43.65509654,-79.41761102,minutes,"Mon, 17 Sep 2018 23:45:00 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-09-17,,,,🌎👀,,,,
"No bike parking in front of the new Shoppers Drug Mart at 1027 Yonge St.,I drag the marker to 1027 Yonge St but the app keeps pointing back to College / Bay in the Summary section... why is the app doing this?",750,['not_provided'],43.6580617,-79.3864974,minutes,"Wed, 19 Sep 2018 01:21:00 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-09-19,Invalid,Elizabeth & Gerrard supercluster; Duplicate of #751,,🌎👀,,,,
"No bike parking in front of the new Shoppers Drug Mart at 1027 Yonge St.,I moved the pointer to 1027 Yonge st but the summary section is showing Bay & Davenport.  Why can't the app save the correct location?",751,['not_provided'],43.67805333,-79.3895873,hours,"Wed, 19 Sep 2018 01:25:00 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-09-19,Caution,Double check pointer is at right location per comment,,🌎👀,,,,
,752,"['not_provided', 'full', 'other', 'damaged', 'damaged']",43.65116863,-79.39044561,multiday,"Wed, 19 Sep 2018 19:34:08 GMT",TRUE,TRUE,TRUE,FALSE,TRUE,2018-09-19,,Issue selected more than once,,🌎👀,,,,
,753,['not_provided'],43.64952913,-79.36169151,hours,"Wed, 12 Sep 2018 01:23:21 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-09-12,,,,🌎👀,,,,
Been there quite a long time. ,754,['damaged'],43.63695789,-79.43684854,hours,"Sun, 16 Sep 2018 14:52:05 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-09-16,,,,🌎👀,,,,
please and thank you,755,['not_provided'],43.67995824,-79.33987524,hours,"Sun, 16 Sep 2018 20:12:05 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-09-16,Unresolved,"There’s only one ring and post on this corner, could be a couple more",2024-03-23,🌎👀,,,,
No bike parking provided. Many coffee shops and restaurants in vicinity. ,756,['not_provided'],43.73605544,-79.42025147,hours,"Sun, 16 Sep 2018 22:15:00 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-09-16,,,,🌎👀,,,,
,757,['damaged'],43.63694872,-79.43686184,minutes,"Wed, 19 Sep 2018 03:56:48 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-09-19,,,,🌎👀,,,,
,758,['full'],43.6580617,-79.3864974,minutes,"Wed, 19 Sep 2018 21:01:06 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-09-19,Caution,Elizabeth & Gerrard supercluster,,🌎👀,,,,
,759,['full'],43.66927936,-79.3754467,minutes,"Wed, 19 Sep 2018 21:02:00 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-09-19,,,,🌎👀,,,,
badly located rack at school.  requires going up stairs and muddy and curb and out of sight,760,['other'],43.6841018,-79.4402231,hours,"Tue, 02 Oct 2018 19:11:04 GMT",FALSE,FALSE,FALSE,FALSE,TRUE,2018-10-02,,,,🌎👀,,,,
All bike racks on Ossington are always full. Please more!!! ,761,['full'],43.64620016,-79.41969242,hours,"Thu, 18 Jul 2019 21:47:00 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2019-07-18,,,,🌎👀,,,,
,762,['full'],43.6655738,-79.3989914,hours,"Thu, 20 Sep 2018 15:03:45 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-09-20,,,,🌎👀,,,,
"Busy commercial ****, all bike rings double occupied",763,['full'],43.65766943,-79.40162596,minutes,"Sat, 22 Sep 2018 20:47:52 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-09-22,,,,🌎👀,,,,
"This space is heavily used by visitors to the area, and there are zero secure bike parking options",764,['not_provided'],43.6481876,-79.32847585,hours,"Tue, 25 Sep 2018 20:05:57 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-09-25,,,,🌎👀,,,,
,765,['not_provided'],43.69382439,-79.44130492,minutes,"Sat, 22 Sep 2018 00:00:00 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-09-22,,,,🌎👀,,,,
,766,['other'],43.6580617,-79.3864974,minutes,"Fri, 28 Sep 2018 15:27:56 GMT",FALSE,FALSE,FALSE,FALSE,TRUE,2018-09-28,Caution,Elizabeth & Gerrard supercluster,,🌎👀,,,,
,767,['full'],43.6576578,-79.401396,minutes,"Sat, 29 Sep 2018 15:34:30 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-09-29,,,,🌎👀,,,,
Not enough posts in front of the grocery store (Carmen's independent) on College west of spadina!! They're always full!,768,"['not_provided', 'full']",43.65760315,-79.40163755,minutes,"Tue, 02 Oct 2018 16:26:20 GMT",TRUE,TRUE,FALSE,FALSE,FALSE,2018-10-02,,,,🌎👀,,,,
NO BIKE PARKING AT ALL ON BAY SOUTH OF KING!!!,769,['not_provided'],43.64785793,-79.380026,hours,"Tue, 02 Oct 2018 16:29:54 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-10-02,,,,🌎👀,,,,
,770,['full'],43.6503571,-79.396816,hours,"Thu, 20 Sep 2018 16:16:02 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-09-20,,,,🌎👀,,,,
,771,['damaged'],43.6455293,-79.4487322,hours,"Thu, 27 Sep 2018 23:03:45 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-09-27,,,,🌎👀,,,,
observed ,772,['not_provided'],43.6802,-79.4359855,hours,"Thu, 27 Sep 2018 12:50:25 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-09-27,,,,🌎👀,,,,
observed yall,773,['not_provided'],43.6848288,-79.420049,hours,"Mon, 01 Oct 2018 23:06:17 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-10-01,,,,🌎👀,,,,
Over capacity with extra bikes locked to ends. Adelaide north side just east of university ,774,['full'],43.6491411,-79.38455119,minutes,"Wed, 26 Sep 2018 17:00:00 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-09-26,,,,🌎👀,,,,
Post and ring missing ring. Rings missing for retail demand.,775,"['damaged', 'not_provided']",43.65269557,-79.39910328,minutes,"Thu, 27 Sep 2018 21:05:21 GMT",TRUE,FALSE,TRUE,FALSE,FALSE,2018-09-27,,,,🌎👀,,,,
Outside of no frills been there for years ,776,['damaged'],43.63696396,-79.43689286,multiday,"Mon, 24 Sep 2018 16:16:45 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-09-24,,,,🌎👀,,,,
private rental tower,777,['not_provided'],43.6806112,-79.4351797,hours,"Fri, 21 Sep 2018 20:17:28 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-09-21,,,,🌎👀,,,,
,779,['full'],43.6547499,-79.4006182,minutes,"Fri, 28 Sep 2018 21:15:12 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-09-28,,,,🌎👀,,,,
I come here weekly.,780,['not_provided'],43.6769311,-79.39874595,hours,"Mon, 24 Sep 2018 23:15:44 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-09-24,,,,🌎👀,,,,
Bloor and dovercourt,781,['damaged'],43.66094134,-79.42931618,hours,"Wed, 26 Sep 2018 13:04:21 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-09-26,,,,🌎👀,,,,
,782,['full'],43.64936886,-79.38901939,hours,"Wed, 26 Sep 2018 17:53:57 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-09-26,,,,🌎👀,,,,
Wont let me adjust adress is ay 720 bathurst actually,783,['full'],43.662341,-79.4058848,hours,"Thu, 27 Sep 2018 17:47:08 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-09-27,,,,🌎👀,,,,
"Seasonal produce outside longos supermarket creates a narrow walkway next to bike parking, making it difficult for those with mobility devices, strollers, and shopping carts to pass through.",784,['other'],43.70633743,-79.35984896,minutes,"Sun, 30 Sep 2018 18:27:00 GMT",FALSE,FALSE,FALSE,FALSE,TRUE,2018-09-30,,,,🌎👀,,,,
,785,['not_provided'],43.6865314,-79.3695366,minutes,"Mon, 01 Oct 2018 20:13:02 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-10-01,,,,🌎👀,,,,
,786,['not_provided'],43.6580617,-79.3864974,hours,"Tue, 02 Oct 2018 22:42:44 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-10-02,Caution,Elizabeth & Gerrard supercluster,,🌎👀,,,,
All the bike parking was full with a lot of abandoned and broken bikes,789,"['full', 'not_provided', 'damaged']",43.65636339,-79.38063403,hours,"Fri, 05 Oct 2018 01:40:00 GMT",TRUE,TRUE,TRUE,FALSE,FALSE,2018-10-05,,,,🌎👀,,,,
There is no bike parking at east beaches,790,['not_provided'],43.664622,-79.3058747,hours,"Sun, 07 Oct 2018 19:10:55 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-10-07,,,,🌎👀,,,,
,791,['other'],43.6580617,-79.3864974,overnight,"Wed, 10 Oct 2018 00:07:47 GMT",FALSE,FALSE,FALSE,FALSE,TRUE,2018-10-10,Caution,Elizabeth & Gerrard supercluster,,🌎👀,,,,
,792,['not_provided'],43.6676071,-79.37227724,minutes,"Wed, 10 Oct 2018 02:24:39 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-10-10,,,,🌎👀,,,,
"Vertical racks at Metro Hall have terrible design - unintuitive, unwieldy, too many moving parts, does not accommodate fenders.",793,"['full', 'other']",43.64688651,-79.38918001,minutes,"Thu, 11 Oct 2018 17:10:08 GMT",FALSE,TRUE,FALSE,FALSE,TRUE,2018-10-11,,,,🌎👀,,,,
wheel bender at Annette community center,795,['other'],43.66088695,-79.47446928,hours,"Wed, 10 Oct 2018 12:24:42 GMT",FALSE,FALSE,FALSE,FALSE,TRUE,2018-10-10,,,,🌎👀,,,,
